,Original index,pm-Containers.pLMN-Identity,list-of-matched-UEs.ueId,cellObjectID,timestamp,list-of-matched-UEs.pmType,pm-Containers.QCI,pm-Containers.dl-PRBUsage,pm-Containers.ul-PRBUsage,pm-Containers.dl-TotalofAvailablePRBs,pm-Containers.ul-TotalofAvailablePRBs,pm-Containers.nRCGI.nRCellIdentity,list-of-matched-UEs.pmVal,Test ID
1699,690,b'111',b'00006',1112,1700751544.2004106,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'32\x00\xc8\xf0',919.0,6
1700,691,b'111',b'00011',1112,1700751544.2004106,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'32\x00\xc8\xf0',25125.0,6
1701,692,b'111',b'00005',1112,1700751544.2004106,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'32\x00\xc8\xf0',260.0,6
1702,705,b'111',b'00010',1115,1700751544.2681935,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'80\x00\xc8\xf0',2292.0,6
1703,706,b'111',b'00003',1115,1700751544.2681935,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'80\x00\xc8\xf0',3765.0,6
1704,707,b'111',b'00004',1115,1700751544.2681935,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'80\x00\xc8\xf0',1690.0,6
1705,708,b'111',b'00002',1115,1700751544.2681935,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'80\x00\xc8\xf0',2670.0,6
1706,712,b'111',b'00007',1114,1700751544.3015995,DRB.UEThpDl.UEID,-1.0,65.0,0.0,139.0,139.0,b'64\x00\xc8\xf0',6315.0,6
1707,739,b'111',b'00011',1112,1700751572.5956762,DRB.UEThpDl.UEID,-1.0,61.0,0.0,139.0,139.0,b'32\x00\xc8\xf0',25125.0,6
1708,740,b'111',b'00012',1112,1700751572.5956762,DRB.UEThpDl.UEID,-1.0,61.0,0.0,139.0,139.0,b'32\x00\xc8\xf0',592.0,6
1709,741,b'111',b'00005',1112,1700751572.5956762,DRB.UEThpDl.UEID,-1.0,61.0,0.0,139.0,139.0,b'32\x00\xc8\xf0',309.0,6
1710,742,b'111',b'00009',1112,1700751572.5956762,DRB.UEThpDl.UEID,-1.0,61.0,0.0,139.0,139.0,b'32\x00\xc8\xf0',2129.0,6
1711,743,b'111',b'00006',1112,1700751572.5956762,DRB.UEThpDl.UEID,-1.0,61.0,0.0,139.0,139.0,b'32\x00\xc8\xf0',919.0,6
1712,759,b'111',b'00004',1115,1700751572.7027817,DRB.UEThpDl.UEID,-1.0,75.0,0.0,139.0,139.0,b'80\x00\xc8\xf0',1456.0,6
1713,760,b'111',b'00002',1115,1700751572.7027817,DRB.UEThpDl.UEID,-1.0,75.0,0.0,139.0,139.0,b'80\x00\xc8\xf0',2110.0,6
1714,761,b'111',b'00010',1115,1700751572.7027817,DRB.UEThpDl.UEID,-1.0,75.0,0.0,139.0,139.0,b'80\x00\xc8\xf0',1237.0,6
1715,762,b'111',b'00001',1115,1700751572.7027817,DRB.UEThpDl.UEID,-1.0,75.0,0.0,139.0,139.0,b'80\x00\xc8\xf0',664.0,6
1716,763,b'111',b'00003',1115,1700751572.7027817,DRB.UEThpDl.UEID,-1.0,75.0,0.0,139.0,139.0,b'80\x00\xc8\xf0',3946.0,6
1717,767,b'111',b'00007',1114,1700751572.741506,DRB.UEThpDl.UEID,-1.0,42.0,0.0,139.0,139.0,b'64\x00\xc8\xf0',6002.0,6
1718,797,b'111',b'00011',1112,1700751601.0561228,DRB.UEThpDl.UEID,-1.0,74.0,0.0,139.0,139.0,b'32\x00\xc8\xf0',25125.0,6
1719,798,b'111',b'00005',1112,1700751601.0561228,DRB.UEThpDl.UEID,-1.0,74.0,0.0,139.0,139.0,b'32\x00\xc8\xf0',300.0,6
1720,799,b'111',b'00012',1112,1700751601.0561228,DRB.UEThpDl.UEID,-1.0,74.0,0.0,139.0,139.0,b'32\x00\xc8\xf0',704.0,6
1721,800,b'111',b'00003',1112,1700751601.0561228,DRB.UEThpDl.UEID,-1.0,74.0,0.0,139.0,139.0,b'32\x00\xc8\xf0',4485.0,6
1722,801,b'111',b'00006',1112,1700751601.0561228,DRB.UEThpDl.UEID,-1.0,74.0,0.0,139.0,139.0,b'32\x00\xc8\xf0',742.0,6
1723,802,b'111',b'00009',1112,1700751601.0561228,DRB.UEThpDl.UEID,-1.0,74.0,0.0,139.0,139.0,b'32\x00\xc8\xf0',1917.0,6
1724,806,b'111',b'00001',1113,1700751601.0941343,DRB.UEThpDl.UEID,-1.0,0.0,0.0,139.0,139.0,b'48\x00\xc8\xf0',627.0,6
1725,816,b'111',b'00002',1115,1700751601.1535425,DRB.UEThpDl.UEID,-1.0,77.0,0.0,139.0,139.0,b'80\x00\xc8\xf0',1808.0,6
1726,817,b'111',b'00010',1115,1700751601.1535425,DRB.UEThpDl.UEID,-1.0,77.0,0.0,139.0,139.0,b'80\x00\xc8\xf0',1117.0,6
1727,818,b'111',b'00004',1115,1700751601.1535425,DRB.UEThpDl.UEID,-1.0,77.0,0.0,139.0,139.0,b'80\x00\xc8\xf0',1413.0,6
1728,822,b'111',b'00007',1114,1700751601.190967,DRB.UEThpDl.UEID,-1.0,85.0,0.0,139.0,139.0,b'64\x00\xc8\xf0',4139.0,6
1729,841,b'111',b'00001',1113,1700751629.4764278,DRB.UEThpDl.UEID,-1.0,63.0,0.0,139.0,139.0,b'48\x00\xc8\xf0',841.0,6
1730,842,b'111',b'00003',1113,1700751629.4764278,DRB.UEThpDl.UEID,-1.0,63.0,0.0,139.0,139.0,b'48\x00\xc8\xf0',4773.0,6
1731,861,b'111',b'00011',1112,1700751629.5581863,DRB.UEThpDl.UEID,-1.0,83.0,0.0,139.0,139.0,b'32\x00\xc8\xf0',25125.0,6
1732,862,b'111',b'00009',1112,1700751629.5581863,DRB.UEThpDl.UEID,-1.0,83.0,0.0,139.0,139.0,b'32\x00\xc8\xf0',1718.0,6
1733,863,b'111',b'00012',1112,1700751629.5581863,DRB.UEThpDl.UEID,-1.0,83.0,0.0,139.0,139.0,b'32\x00\xc8\xf0',722.0,6
1734,864,b'111',b'00003',1112,1700751629.5581863,DRB.UEThpDl.UEID,-1.0,83.0,0.0,139.0,139.0,b'32\x00\xc8\xf0',4773.0,6
1735,865,b'111',b'00005',1112,1700751629.5581863,DRB.UEThpDl.UEID,-1.0,83.0,0.0,139.0,139.0,b'32\x00\xc8\xf0',300.0,6
1736,866,b'111',b'00006',1112,1700751629.5581863,DRB.UEThpDl.UEID,-1.0,83.0,0.0,139.0,139.0,b'32\x00\xc8\xf0',566.0,6
1737,876,b'111',b'00010',1115,1700751629.6103308,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'80\x00\xc8\xf0',983.0,6
1738,877,b'111',b'00002',1115,1700751629.6103308,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'80\x00\xc8\xf0',1701.0,6
1739,878,b'111',b'00004',1115,1700751629.6103308,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'80\x00\xc8\xf0',1425.0,6
1740,882,b'111',b'00007',1114,1700751629.6432357,DRB.UEThpDl.UEID,-1.0,85.0,0.0,139.0,139.0,b'64\x00\xc8\xf0',3348.0,6
1741,910,b'111',b'00009',1112,1700751657.9487514,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'32\x00\xc8\xf0',1667.0,6
1742,911,b'111',b'00012',1112,1700751657.9487514,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'32\x00\xc8\xf0',672.0,6
1743,912,b'111',b'00011',1112,1700751657.9487514,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'32\x00\xc8\xf0',25125.0,6
1744,913,b'111',b'00005',1112,1700751657.9487514,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'32\x00\xc8\xf0',300.0,6
1745,914,b'111',b'00006',1112,1700751657.9487514,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'32\x00\xc8\xf0',533.0,6
1746,921,b'111',b'00001',1113,1700751657.996579,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'48\x00\xc8\xf0',1262.0,6
1747,922,b'111',b'00003',1113,1700751657.996579,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'48\x00\xc8\xf0',5220.0,6
1748,935,b'111',b'00002',1115,1700751658.0677483,DRB.UEThpDl.UEID,-1.0,76.0,0.0,139.0,139.0,b'80\x00\xc8\xf0',1756.0,6
1749,936,b'111',b'00010',1115,1700751658.0677483,DRB.UEThpDl.UEID,-1.0,76.0,0.0,139.0,139.0,b'80\x00\xc8\xf0',883.0,6
1750,937,b'111',b'00008',1115,1700751658.0677483,DRB.UEThpDl.UEID,-1.0,76.0,0.0,139.0,139.0,b'80\x00\xc8\xf0',16415.0,6
1751,938,b'111',b'00004',1115,1700751658.0677483,DRB.UEThpDl.UEID,-1.0,76.0,0.0,139.0,139.0,b'80\x00\xc8\xf0',1297.0,6
1752,942,b'111',b'00007',1114,1700751658.1065218,DRB.UEThpDl.UEID,-1.0,1.0,0.0,139.0,139.0,b'64\x00\xc8\xf0',3341.0,6
1753,970,b'111',b'00005',1112,1700751686.409124,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'32\x00\xc8\xf0',321.0,6
1754,971,b'111',b'00009',1112,1700751686.409124,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'32\x00\xc8\xf0',1861.0,6
1755,972,b'111',b'00011',1112,1700751686.409124,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'32\x00\xc8\xf0',24995.0,6
1756,973,b'111',b'00006',1112,1700751686.409124,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'32\x00\xc8\xf0',533.0,6
1757,974,b'111',b'00012',1112,1700751686.409124,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'32\x00\xc8\xf0',667.0,6
1758,981,b'111',b'00003',1113,1700751686.459505,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'48\x00\xc8\xf0',4490.0,6
1759,982,b'111',b'00001',1113,1700751686.459505,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'48\x00\xc8\xf0',1307.0,6
1760,995,b'111',b'00002',1115,1700751686.5288503,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'80\x00\xc8\xf0',1744.0,6
1761,996,b'111',b'00008',1115,1700751686.5288503,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'80\x00\xc8\xf0',15402.0,6
1762,997,b'111',b'00004',1115,1700751686.5288503,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'80\x00\xc8\xf0',1268.0,6
1763,998,b'111',b'00010',1115,1700751686.5288503,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'80\x00\xc8\xf0',839.0,6
1764,1002,b'111',b'00007',1114,1700751686.567644,DRB.UEThpDl.UEID,-1.0,0.0,0.0,139.0,139.0,b'64\x00\xc8\xf0',3341.0,6
1765,1022,b'111',b'00003',1113,1700751714.8570576,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'48\x00\xc8\xf0',3962.0,6
1766,1023,b'111',b'00001',1113,1700751714.8570576,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'48\x00\xc8\xf0',1366.0,6
1767,1039,b'111',b'00002',1115,1700751714.9339416,DRB.UEThpDl.UEID,-1.0,82.0,0.0,139.0,139.0,b'80\x00\xc8\xf0',1916.0,6
1768,1040,b'111',b'00010',1115,1700751714.9339416,DRB.UEThpDl.UEID,-1.0,82.0,0.0,139.0,139.0,b'80\x00\xc8\xf0',814.0,6
1769,1041,b'111',b'00008',1115,1700751714.9339416,DRB.UEThpDl.UEID,-1.0,82.0,0.0,139.0,139.0,b'80\x00\xc8\xf0',15402.0,6
1770,1042,b'111',b'00006',1115,1700751714.9339416,DRB.UEThpDl.UEID,-1.0,82.0,0.0,139.0,139.0,b'80\x00\xc8\xf0',524.0,6
1771,1043,b'111',b'00004',1115,1700751714.9339416,DRB.UEThpDl.UEID,-1.0,82.0,0.0,139.0,139.0,b'80\x00\xc8\xf0',1216.0,6
1772,1059,b'111',b'00011',1112,1700751715.0108647,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'32\x00\xc8\xf0',16910.0,6
1773,1060,b'111',b'00006',1112,1700751715.0108647,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'32\x00\xc8\xf0',524.0,6
1774,1061,b'111',b'00005',1112,1700751715.0108647,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'32\x00\xc8\xf0',321.0,6
1775,1062,b'111',b'00009',1112,1700751715.0108647,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'32\x00\xc8\xf0',1758.0,6
1776,1063,b'111',b'00012',1112,1700751715.0108647,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'32\x00\xc8\xf0',634.0,6
1777,1067,b'111',b'00007',1114,1700751715.0491507,DRB.UEThpDl.UEID,-1.0,0.0,0.0,139.0,139.0,b'64\x00\xc8\xf0',3341.0,6
1778,1089,b'111',b'00001',1113,1700751747.3933947,DRB.UEThpDl.UEID,-1.0,82.0,0.0,139.0,139.0,b'48\x00\xc8\xf0',1505.0,6
1779,1090,b'111',b'00005',1113,1700751747.3933947,DRB.UEThpDl.UEID,-1.0,82.0,0.0,139.0,139.0,b'48\x00\xc8\xf0',325.0,6
1780,1091,b'111',b'00007',1113,1700751747.3933947,DRB.UEThpDl.UEID,-1.0,82.0,0.0,139.0,139.0,b'48\x00\xc8\xf0',3341.0,6
1781,1110,b'111',b'00011',1112,1700751747.4771376,DRB.UEThpDl.UEID,-1.0,66.0,0.0,139.0,139.0,b'32\x00\xc8\xf0',16910.0,6
1782,1111,b'111',b'00004',1112,1700751747.4771376,DRB.UEThpDl.UEID,-1.0,66.0,0.0,139.0,139.0,b'32\x00\xc8\xf0',1173.0,6
1783,1112,b'111',b'00006',1112,1700751747.4771376,DRB.UEThpDl.UEID,-1.0,66.0,0.0,139.0,139.0,b'32\x00\xc8\xf0',482.0,6
1784,1113,b'111',b'00003',1112,1700751747.4771376,DRB.UEThpDl.UEID,-1.0,66.0,0.0,139.0,139.0,b'32\x00\xc8\xf0',3606.0,6
1785,1114,b'111',b'00012',1112,1700751747.4771376,DRB.UEThpDl.UEID,-1.0,66.0,0.0,139.0,139.0,b'32\x00\xc8\xf0',706.0,6
1786,1115,b'111',b'00009',1112,1700751747.4771376,DRB.UEThpDl.UEID,-1.0,66.0,0.0,139.0,139.0,b'32\x00\xc8\xf0',1683.0,6
1787,1128,b'111',b'00002',1115,1700751747.545117,DRB.UEThpDl.UEID,-1.0,79.0,0.0,139.0,139.0,b'80\x00\xc8\xf0',1949.0,6
1788,1129,b'111',b'00004',1115,1700751747.545117,DRB.UEThpDl.UEID,-1.0,79.0,0.0,139.0,139.0,b'80\x00\xc8\xf0',1173.0,6
1789,1130,b'111',b'00008',1115,1700751747.545117,DRB.UEThpDl.UEID,-1.0,79.0,0.0,139.0,139.0,b'80\x00\xc8\xf0',15402.0,6
1790,1131,b'111',b'00010',1115,1700751747.545117,DRB.UEThpDl.UEID,-1.0,79.0,0.0,139.0,139.0,b'80\x00\xc8\xf0',903.0,6
1791,1135,b'111',b'00007',1114,1700751747.58228,DRB.UEThpDl.UEID,-1.0,0.0,0.0,139.0,139.0,b'64\x00\xc8\xf0',3341.0,6
1792,18,b'111',b'00001',1115,1700815357.3175125,DRB.UEThpDl.UEID,-1.0,0.0,0.0,139.0,139.0,b'80\x00\x17@',0.0,9
1793,19,b'111',b'00002',1115,1700815357.3175125,DRB.UEThpDl.UEID,-1.0,0.0,0.0,139.0,139.0,b'80\x00\x17@',0.0,9
1794,20,b'111',b'00003',1115,1700815357.3175125,DRB.UEThpDl.UEID,-1.0,0.0,0.0,139.0,139.0,b'80\x00\x17@',0.0,9
1795,21,b'111',b'00012',1115,1700815357.3175125,DRB.UEThpDl.UEID,-1.0,0.0,0.0,139.0,139.0,b'80\x00\x17@',0.0,9
1796,22,b'111',b'00010',1115,1700815357.3175125,DRB.UEThpDl.UEID,-1.0,0.0,0.0,139.0,139.0,b'80\x00\x17@',0.0,9
1797,43,b'111',b'00004',1112,1700815357.4172122,DRB.UEThpDl.UEID,-1.0,0.0,0.0,139.0,139.0,b'32\x00\x1d@',0.0,9
1798,44,b'111',b'00006',1112,1700815357.4172122,DRB.UEThpDl.UEID,-1.0,0.0,0.0,139.0,139.0,b'32\x00\x1d@',0.0,9
1799,45,b'111',b'00011',1112,1700815357.4172122,DRB.UEThpDl.UEID,-1.0,0.0,0.0,139.0,139.0,b'32\x00\x1d@',0.0,9
1800,46,b'111',b'00009',1112,1700815357.4172122,DRB.UEThpDl.UEID,-1.0,0.0,0.0,139.0,139.0,b'32\x00\x1d@',0.0,9
1801,47,b'111',b'00007',1112,1700815357.4172122,DRB.UEThpDl.UEID,-1.0,0.0,0.0,139.0,139.0,b'32\x00\x1d@',0.0,9
1802,56,b'111',b'00005',1113,1700815357.461629,DRB.UEThpDl.UEID,-1.0,0.0,0.0,139.0,139.0,b'48\x00\x1c@',0.0,9
1803,57,b'111',b'00003',1113,1700815357.461629,DRB.UEThpDl.UEID,-1.0,0.0,0.0,139.0,139.0,b'48\x00\x1c@',0.0,9
1804,84,b'111',b'00003',1115,1700815381.6583884,DRB.UEThpDl.UEID,-1.0,78.0,0.0,139.0,139.0,b'80\x00\xe7\xf0',354.0,9
1805,85,b'111',b'00010',1115,1700815381.6583884,DRB.UEThpDl.UEID,-1.0,78.0,0.0,139.0,139.0,b'80\x00\xe7\xf0',13839.0,9
1806,86,b'111',b'00001',1115,1700815381.6583884,DRB.UEThpDl.UEID,-1.0,78.0,0.0,139.0,139.0,b'80\x00\xe7\xf0',1098.0,9
1807,87,b'111',b'00012',1115,1700815381.6583884,DRB.UEThpDl.UEID,-1.0,78.0,0.0,139.0,139.0,b'80\x00\xe7\xf0',215.0,9
1808,88,b'111',b'00002',1115,1700815381.6583884,DRB.UEThpDl.UEID,-1.0,78.0,0.0,139.0,139.0,b'80\x00\xe7\xf0',5198.0,9
1809,107,b'111',b'00004',1112,1700815381.737374,DRB.UEThpDl.UEID,-1.0,74.0,0.0,139.0,139.0,b'32\x00\xe7\xf0',459.0,9
1810,108,b'111',b'00006',1112,1700815381.737374,DRB.UEThpDl.UEID,-1.0,74.0,0.0,139.0,139.0,b'32\x00\xe7\xf0',959.0,9
1811,109,b'111',b'00011',1112,1700815381.737374,DRB.UEThpDl.UEID,-1.0,74.0,0.0,139.0,139.0,b'32\x00\xe7\xf0',198.0,9
1812,110,b'111',b'00005',1112,1700815381.737374,DRB.UEThpDl.UEID,-1.0,74.0,0.0,139.0,139.0,b'32\x00\xe7\xf0',177.0,9
1813,111,b'111',b'00009',1112,1700815381.737374,DRB.UEThpDl.UEID,-1.0,74.0,0.0,139.0,139.0,b'32\x00\xe7\xf0',968.0,9
1814,112,b'111',b'00007',1112,1700815381.737374,DRB.UEThpDl.UEID,-1.0,74.0,0.0,139.0,139.0,b'32\x00\xe7\xf0',911.0,9
1815,136,b'111',b'00003',1115,1700815409.9624848,DRB.UEThpDl.UEID,-1.0,83.0,0.0,139.0,139.0,b'80\x00\xe7\xf0',351.0,9
1816,137,b'111',b'00010',1115,1700815409.9624848,DRB.UEThpDl.UEID,-1.0,83.0,0.0,139.0,139.0,b'80\x00\xe7\xf0',17296.0,9
1817,138,b'111',b'00001',1115,1700815409.9624848,DRB.UEThpDl.UEID,-1.0,83.0,0.0,139.0,139.0,b'80\x00\xe7\xf0',1226.0,9
1818,139,b'111',b'00002',1115,1700815409.9624848,DRB.UEThpDl.UEID,-1.0,83.0,0.0,139.0,139.0,b'80\x00\xe7\xf0',6602.0,9
1819,161,b'111',b'00012',1112,1700815410.0552075,DRB.UEThpDl.UEID,-1.0,82.0,0.0,139.0,139.0,b'32\x00\xe7\xf0',187.0,9
1820,162,b'111',b'00007',1112,1700815410.0552075,DRB.UEThpDl.UEID,-1.0,82.0,0.0,139.0,139.0,b'32\x00\xe7\xf0',1109.0,9
1821,163,b'111',b'00005',1112,1700815410.0552075,DRB.UEThpDl.UEID,-1.0,82.0,0.0,139.0,139.0,b'32\x00\xe7\xf0',10078.0,9
1822,164,b'111',b'00004',1112,1700815410.0552075,DRB.UEThpDl.UEID,-1.0,82.0,0.0,139.0,139.0,b'32\x00\xe7\xf0',455.0,9
1823,165,b'111',b'00006',1112,1700815410.0552075,DRB.UEThpDl.UEID,-1.0,82.0,0.0,139.0,139.0,b'32\x00\xe7\xf0',863.0,9
1824,166,b'111',b'00011',1112,1700815410.0552075,DRB.UEThpDl.UEID,-1.0,82.0,0.0,139.0,139.0,b'32\x00\xe7\xf0',457.0,9
1825,167,b'111',b'00009',1112,1700815410.0552075,DRB.UEThpDl.UEID,-1.0,82.0,0.0,139.0,139.0,b'32\x00\xe7\xf0',869.0,9
1826,192,b'111',b'00003',1115,1700815438.2724762,DRB.UEThpDl.UEID,-1.0,81.0,0.0,139.0,139.0,b'80\x00\xe7\xf0',325.0,9
1827,193,b'111',b'00001',1115,1700815438.2724762,DRB.UEThpDl.UEID,-1.0,81.0,0.0,139.0,139.0,b'80\x00\xe7\xf0',1302.0,9
1828,194,b'111',b'00002',1115,1700815438.2724762,DRB.UEThpDl.UEID,-1.0,81.0,0.0,139.0,139.0,b'80\x00\xe7\xf0',6849.0,9
1829,195,b'111',b'00010',1115,1700815438.2724762,DRB.UEThpDl.UEID,-1.0,81.0,0.0,139.0,139.0,b'80\x00\xe7\xf0',14440.0,9
1830,220,b'111',b'00011',1112,1700815438.390469,DRB.UEThpDl.UEID,-1.0,80.0,0.0,139.0,139.0,b'32\x00\xe7\xf0',1233.0,9
1831,221,b'111',b'00007',1112,1700815438.390469,DRB.UEThpDl.UEID,-1.0,80.0,0.0,139.0,139.0,b'32\x00\xe7\xf0',1181.0,9
1832,222,b'111',b'00006',1112,1700815438.390469,DRB.UEThpDl.UEID,-1.0,80.0,0.0,139.0,139.0,b'32\x00\xe7\xf0',702.0,9
1833,223,b'111',b'00003',1112,1700815438.390469,DRB.UEThpDl.UEID,-1.0,80.0,0.0,139.0,139.0,b'32\x00\xe7\xf0',325.0,9
1834,224,b'111',b'00012',1112,1700815438.390469,DRB.UEThpDl.UEID,-1.0,80.0,0.0,139.0,139.0,b'32\x00\xe7\xf0',218.0,9
1835,225,b'111',b'00005',1112,1700815438.390469,DRB.UEThpDl.UEID,-1.0,80.0,0.0,139.0,139.0,b'32\x00\xe7\xf0',10035.0,9
1836,226,b'111',b'00009',1112,1700815438.390469,DRB.UEThpDl.UEID,-1.0,80.0,0.0,139.0,139.0,b'32\x00\xe7\xf0',783.0,9
1837,227,b'111',b'00004',1112,1700815438.390469,DRB.UEThpDl.UEID,-1.0,80.0,0.0,139.0,139.0,b'32\x00\xe7\xf0',547.0,9
1838,248,b'111',b'00001',1115,1700815466.6281946,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'80\x00\xe7\xf0',1452.0,9
1839,249,b'111',b'00002',1115,1700815466.6281946,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'80\x00\xe7\xf0',6978.0,9
1840,250,b'111',b'00010',1115,1700815466.6281946,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'80\x00\xe7\xf0',14440.0,9
1841,275,b'111',b'00009',1112,1700815466.7290952,DRB.UEThpDl.UEID,-1.0,83.0,0.0,139.0,139.0,b'32\x00\xe7\xf0',676.0,9
1842,276,b'111',b'00007',1112,1700815466.7290952,DRB.UEThpDl.UEID,-1.0,83.0,0.0,139.0,139.0,b'32\x00\xe7\xf0',1159.0,9
1843,277,b'111',b'00004',1112,1700815466.7290952,DRB.UEThpDl.UEID,-1.0,83.0,0.0,139.0,139.0,b'32\x00\xe7\xf0',510.0,9
1844,278,b'111',b'00005',1112,1700815466.7290952,DRB.UEThpDl.UEID,-1.0,83.0,0.0,139.0,139.0,b'32\x00\xe7\xf0',5704.0,9
1845,279,b'111',b'00003',1112,1700815466.7290952,DRB.UEThpDl.UEID,-1.0,83.0,0.0,139.0,139.0,b'32\x00\xe7\xf0',356.0,9
1846,280,b'111',b'00012',1112,1700815466.7290952,DRB.UEThpDl.UEID,-1.0,83.0,0.0,139.0,139.0,b'32\x00\xe7\xf0',2815.0,9
1847,281,b'111',b'00011',1112,1700815466.7290952,DRB.UEThpDl.UEID,-1.0,83.0,0.0,139.0,139.0,b'32\x00\xe7\xf0',4209.0,9
1848,282,b'111',b'00006',1112,1700815466.7290952,DRB.UEThpDl.UEID,-1.0,83.0,0.0,139.0,139.0,b'32\x00\xe7\xf0',579.0,9
1849,319,b'111',b'00004',1112,1700815495.0407853,DRB.UEThpDl.UEID,-1.0,80.0,0.0,139.0,139.0,b'32\x00\xe7\xf0',543.0,9
1850,320,b'111',b'00012',1112,1700815495.0407853,DRB.UEThpDl.UEID,-1.0,80.0,0.0,139.0,139.0,b'32\x00\xe7\xf0',3410.0,9
1851,321,b'111',b'00011',1112,1700815495.0407853,DRB.UEThpDl.UEID,-1.0,80.0,0.0,139.0,139.0,b'32\x00\xe7\xf0',6250.0,9
1852,322,b'111',b'00005',1112,1700815495.0407853,DRB.UEThpDl.UEID,-1.0,80.0,0.0,139.0,139.0,b'32\x00\xe7\xf0',5386.0,9
1853,323,b'111',b'00006',1112,1700815495.0407853,DRB.UEThpDl.UEID,-1.0,80.0,0.0,139.0,139.0,b'32\x00\xe7\xf0',506.0,9
1854,324,b'111',b'00007',1112,1700815495.0407853,DRB.UEThpDl.UEID,-1.0,80.0,0.0,139.0,139.0,b'32\x00\xe7\xf0',1185.0,9
1855,325,b'111',b'00009',1112,1700815495.0407853,DRB.UEThpDl.UEID,-1.0,80.0,0.0,139.0,139.0,b'32\x00\xe7\xf0',636.0,9
1856,326,b'111',b'00003',1112,1700815495.0407853,DRB.UEThpDl.UEID,-1.0,80.0,0.0,139.0,139.0,b'32\x00\xe7\xf0',351.0,9
1857,339,b'111',b'00001',1115,1700815495.104616,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'80\x00\xe7\xf0',1386.0,9
1858,340,b'111',b'00002',1115,1700815495.104616,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'80\x00\xe7\xf0',6938.0,9
1859,341,b'111',b'00012',1115,1700815495.104616,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'80\x00\xe7\xf0',3410.0,9
1860,342,b'111',b'00010',1115,1700815495.104616,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'80\x00\xe7\xf0',9147.0,9
1861,379,b'111',b'00012',1112,1700815523.422454,DRB.UEThpDl.UEID,-1.0,83.0,0.0,139.0,139.0,b'32\x00\xe7\xf0',3410.0,9
1862,380,b'111',b'00005',1112,1700815523.422454,DRB.UEThpDl.UEID,-1.0,83.0,0.0,139.0,139.0,b'32\x00\xe7\xf0',4526.0,9
1863,381,b'111',b'00007',1112,1700815523.422454,DRB.UEThpDl.UEID,-1.0,83.0,0.0,139.0,139.0,b'32\x00\xe7\xf0',1568.0,9
