,Original index,list-of-matched-UEs.ueId,cellObjectID,timestamp,pm-Containers.numberOfActive-UEs,list-of-matched-UEs.rrcEvent,list-of-matched-UEs.pmType,list-of-matched-UEs.measResultNeighCells.resultsSSB-Cell.sinr,list-of-matched-UEs.measResultNeighCells.physCellId,Test ID
3478,196,b'00007',NRCellCU,1700752839.303513,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,5.0,7
3479,204,b'00010',NRCellCU,1700752839.366046,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,25.0,4.0,7
3480,205,b'00010',NRCellCU,1700752839.366046,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,12.0,2.0,7
3481,206,b'00010',NRCellCU,1700752839.366046,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,7
3482,207,b'00001',NRCellCU,1700752839.366046,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,34.0,3.0,7
3483,208,b'00001',NRCellCU,1700752839.366046,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,28.0,2.0,7
3484,209,b'00001',NRCellCU,1700752839.366046,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,5.0,4.0,7
3485,210,b'00002',NRCellCU,1700752839.366046,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,35.0,3.0,7
3486,211,b'00002',NRCellCU,1700752839.366046,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,12.0,2.0,7
3487,212,b'00002',NRCellCU,1700752839.366046,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,6.0,4.0,7
3488,213,b'00003',NRCellCU,1700752839.366046,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,49.0,2.0,7
3489,214,b'00003',NRCellCU,1700752839.366046,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,34.0,3.0,7
3490,215,b'00003',NRCellCU,1700752839.366046,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,1.0,4.0,7
3491,231,b'00007',NRCellCU,1700752867.6438136,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,35.0,4.0,7
3492,232,b'00007',NRCellCU,1700752867.6438136,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,7
3493,233,b'00007',NRCellCU,1700752867.6438136,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,5.0,7
3494,234,b'00011',NRCellCU,1700752867.6438136,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,33.0,3.0,7
3495,235,b'00011',NRCellCU,1700752867.6438136,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,16.0,5.0,7
3496,236,b'00011',NRCellCU,1700752867.6438136,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,1.0,4.0,7
3497,237,b'00012',NRCellCU,1700752867.6438136,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,36.0,5.0,7
3498,238,b'00012',NRCellCU,1700752867.6438136,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,34.0,3.0,7
3499,239,b'00012',NRCellCU,1700752867.6438136,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,7
3500,240,b'00009',NRCellCU,1700752867.6438136,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,22.0,3.0,7
3501,241,b'00009',NRCellCU,1700752867.6438136,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,20.0,4.0,7
3502,242,b'00009',NRCellCU,1700752867.6438136,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,5.0,7
3503,243,b'00004',NRCellCU,1700752867.6438136,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,55.0,5.0,7
3504,244,b'00004',NRCellCU,1700752867.6438136,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,7
3505,245,b'00004',NRCellCU,1700752867.6438136,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,7
3506,246,b'00003',NRCellCU,1700752867.6438136,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,46.0,5.0,7
3507,247,b'00003',NRCellCU,1700752867.6438136,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,39.0,3.0,7
3508,248,b'00003',NRCellCU,1700752867.6438136,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,1.0,4.0,7
3509,249,b'00006',NRCellCU,1700752867.6438136,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,14.0,5.0,7
3510,250,b'00006',NRCellCU,1700752867.6438136,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,7
3511,251,b'00006',NRCellCU,1700752867.6438136,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,7
3512,252,b'00005',NRCellCU,1700752867.6438136,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,29.0,3.0,7
3513,253,b'00005',NRCellCU,1700752867.6438136,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,10.0,5.0,7
3514,254,b'00005',NRCellCU,1700752867.6438136,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,7
3515,263,b'00002',NRCellCU,1700752867.6960747,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,35.0,3.0,7
3516,264,b'00002',NRCellCU,1700752867.6960747,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,14.0,2.0,7
3517,265,b'00002',NRCellCU,1700752867.6960747,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,3.0,4.0,7
3518,266,b'00001',NRCellCU,1700752867.6960747,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,34.0,3.0,7
3519,267,b'00001',NRCellCU,1700752867.6960747,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,25.0,2.0,7
3520,268,b'00001',NRCellCU,1700752867.6960747,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,1.0,4.0,7
3521,269,b'00010',NRCellCU,1700752867.6960747,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,29.0,4.0,7
3522,270,b'00010',NRCellCU,1700752867.6960747,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,5.0,2.0,7
3523,271,b'00010',NRCellCU,1700752867.6960747,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,7
3524,286,b'00011',NRCellCU,1700752895.9607642,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,38.0,3.0,7
3525,287,b'00011',NRCellCU,1700752895.9607642,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,18.0,5.0,7
3526,288,b'00011',NRCellCU,1700752895.9607642,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,7
3527,289,b'00005',NRCellCU,1700752895.9607642,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,24.0,3.0,7
3528,290,b'00005',NRCellCU,1700752895.9607642,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,9.0,5.0,7
3529,291,b'00005',NRCellCU,1700752895.9607642,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,7
3530,292,b'00004',NRCellCU,1700752895.9607642,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,59.0,5.0,7
3531,293,b'00004',NRCellCU,1700752895.9607642,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,4.0,4.0,7
3532,294,b'00004',NRCellCU,1700752895.9607642,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,7
3533,295,b'00006',NRCellCU,1700752895.9607642,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,9.0,5.0,7
3534,296,b'00006',NRCellCU,1700752895.9607642,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,7
3535,297,b'00006',NRCellCU,1700752895.9607642,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,7
3536,298,b'00009',NRCellCU,1700752895.9607642,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,23.0,3.0,7
3537,299,b'00009',NRCellCU,1700752895.9607642,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,21.0,4.0,7
3538,300,b'00009',NRCellCU,1700752895.9607642,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,5.0,7
3539,301,b'00007',NRCellCU,1700752895.9607642,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,38.0,4.0,7
3540,302,b'00007',NRCellCU,1700752895.9607642,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,7
3541,303,b'00007',NRCellCU,1700752895.9607642,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,5.0,7
3542,304,b'00003',NRCellCU,1700752895.9607642,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,48.0,5.0,7
3543,305,b'00003',NRCellCU,1700752895.9607642,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,44.0,3.0,7
3544,306,b'00003',NRCellCU,1700752895.9607642,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,7
3545,314,b'00012',NRCellCU,1700752896.0398462,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,37.0,2.0,7
3546,315,b'00012',NRCellCU,1700752896.0398462,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,33.0,3.0,7
3547,316,b'00012',NRCellCU,1700752896.0398462,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,7
3548,317,b'00010',NRCellCU,1700752896.0398462,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,27.0,4.0,7
3549,318,b'00010',NRCellCU,1700752896.0398462,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,16.0,2.0,7
3550,319,b'00010',NRCellCU,1700752896.0398462,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,7
3551,320,b'00001',NRCellCU,1700752896.0398462,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,31.0,3.0,7
3552,321,b'00001',NRCellCU,1700752896.0398462,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,28.0,2.0,7
3553,322,b'00001',NRCellCU,1700752896.0398462,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,6.0,4.0,7
3554,323,b'00002',NRCellCU,1700752896.0398462,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,31.0,3.0,7
3555,324,b'00002',NRCellCU,1700752896.0398462,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,18.0,2.0,7
3556,325,b'00002',NRCellCU,1700752896.0398462,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,7.0,4.0,7
3557,341,b'00007',NRCellCU,1700752924.30464,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,34.0,4.0,7
3558,342,b'00007',NRCellCU,1700752924.30464,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,7
3559,343,b'00007',NRCellCU,1700752924.30464,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,5.0,7
3560,344,b'00011',NRCellCU,1700752924.30464,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,27.0,3.0,7
3561,345,b'00011',NRCellCU,1700752924.30464,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,25.0,5.0,7
3562,346,b'00011',NRCellCU,1700752924.30464,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,7
3563,347,b'00005',NRCellCU,1700752924.30464,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,25.0,3.0,7
3564,348,b'00005',NRCellCU,1700752924.30464,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,5.0,7
3565,349,b'00005',NRCellCU,1700752924.30464,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,7
3566,350,b'00004',NRCellCU,1700752924.30464,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,59.0,5.0,7
3567,351,b'00004',NRCellCU,1700752924.30464,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,1.0,3.0,7
3568,352,b'00004',NRCellCU,1700752924.30464,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,7
3569,353,b'00003',NRCellCU,1700752924.30464,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,39.0,5.0,7
3570,354,b'00003',NRCellCU,1700752924.30464,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,39.0,3.0,7
3571,355,b'00003',NRCellCU,1700752924.30464,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,2.0,4.0,7
3572,356,b'00006',NRCellCU,1700752924.30464,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,17.0,5.0,7
3573,357,b'00006',NRCellCU,1700752924.30464,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,7
3574,358,b'00006',NRCellCU,1700752924.30464,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,7
3575,359,b'00009',NRCellCU,1700752924.30464,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,27.0,3.0,7
3576,360,b'00009',NRCellCU,1700752924.30464,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,17.0,4.0,7
3577,361,b'00009',NRCellCU,1700752924.30464,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,5.0,7
3578,369,b'00010',NRCellCU,1700752924.3540246,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,30.0,4.0,7
3579,370,b'00010',NRCellCU,1700752924.3540246,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,14.0,2.0,7
3580,371,b'00010',NRCellCU,1700752924.3540246,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,7
3581,372,b'00002',NRCellCU,1700752924.3540246,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,40.0,3.0,7
3582,373,b'00002',NRCellCU,1700752924.3540246,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,8.0,2.0,7
3583,374,b'00002',NRCellCU,1700752924.3540246,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,5.0,4.0,7
3584,375,b'00001',NRCellCU,1700752924.3540246,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,72.0,2.0,7
3585,376,b'00001',NRCellCU,1700752924.3540246,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,32.0,3.0,7
3586,377,b'00001',NRCellCU,1700752924.3540246,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,4.0,4.0,7
3587,381,b'00012',NRCellCU,1700752924.3830185,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,73.0,2.0,7
3588,382,b'00012',NRCellCU,1700752924.3830185,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,41.0,5.0,7
3589,383,b'00012',NRCellCU,1700752924.3830185,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,7
3590,396,b'00006',NRCellCU,1700752948.6446457,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,18.0,5.0,7
3591,397,b'00006',NRCellCU,1700752948.6446457,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,7
3592,398,b'00006',NRCellCU,1700752948.6446457,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,7
3593,399,b'00001',NRCellCU,1700752948.6446457,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,40.0,5.0,7
3594,400,b'00001',NRCellCU,1700752948.6446457,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,34.0,3.0,7
3595,401,b'00001',NRCellCU,1700752948.6446457,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,7
3596,402,b'00004',NRCellCU,1700752948.6446457,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,56.0,5.0,7
3597,403,b'00004',NRCellCU,1700752948.6446457,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,29.0,3.0,7
3598,404,b'00004',NRCellCU,1700752948.6446457,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,7
3599,405,b'00012',NRCellCU,1700752948.6446457,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,35.0,5.0,7
3600,406,b'00012',NRCellCU,1700752948.6446457,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,33.0,3.0,7
3601,407,b'00012',NRCellCU,1700752948.6446457,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,7
3602,408,b'00009',NRCellCU,1700752948.6446457,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,16.0,3.0,7
3603,409,b'00009',NRCellCU,1700752948.6446457,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,14.0,4.0,7
3604,410,b'00009',NRCellCU,1700752948.6446457,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,5.0,7
3605,411,b'00007',NRCellCU,1700752948.6446457,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,33.0,4.0,7
3606,412,b'00007',NRCellCU,1700752948.6446457,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,2.0,3.0,7
3607,413,b'00007',NRCellCU,1700752948.6446457,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,5.0,7
3608,414,b'00005',NRCellCU,1700752948.6446457,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,29.0,3.0,7
3609,415,b'00005',NRCellCU,1700752948.6446457,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,10.0,5.0,7
3610,416,b'00005',NRCellCU,1700752948.6446457,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,7
3611,417,b'00011',NRCellCU,1700752948.6446457,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,34.0,3.0,7
3612,418,b'00011',NRCellCU,1700752948.6446457,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,19.0,5.0,7
3613,419,b'00011',NRCellCU,1700752948.6446457,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,7
3614,428,b'00010',NRCellCU,1700752948.713691,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,24.0,2.0,7
3615,429,b'00010',NRCellCU,1700752948.713691,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,22.0,4.0,7
3616,430,b'00010',NRCellCU,1700752948.713691,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,7
3617,431,b'00003',NRCellCU,1700752948.713691,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,39.0,2.0,7
3618,432,b'00003',NRCellCU,1700752948.713691,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,32.0,3.0,7
3619,433,b'00003',NRCellCU,1700752948.713691,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,2.0,4.0,7
3620,434,b'00002',NRCellCU,1700752948.713691,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,35.0,3.0,7
3621,435,b'00002',NRCellCU,1700752948.713691,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,23.0,2.0,7
3622,436,b'00002',NRCellCU,1700752948.713691,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,6.0,4.0,7
3623,451,b'00007',NRCellCU,1700752976.9922054,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,30.0,4.0,7
3624,452,b'00007',NRCellCU,1700752976.9922054,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,9.0,3.0,7
3625,453,b'00007',NRCellCU,1700752976.9922054,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,5.0,7
3626,454,b'00012',NRCellCU,1700752976.9922054,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,37.0,3.0,7
3627,455,b'00012',NRCellCU,1700752976.9922054,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,32.0,5.0,7
3628,456,b'00012',NRCellCU,1700752976.9922054,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,7
3629,457,b'00004',NRCellCU,1700752976.9922054,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,58.0,5.0,7
3630,458,b'00004',NRCellCU,1700752976.9922054,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,13.0,3.0,7
3631,459,b'00004',NRCellCU,1700752976.9922054,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,7
3632,460,b'00011',NRCellCU,1700752976.9922054,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,30.0,5.0,7
3633,461,b'00011',NRCellCU,1700752976.9922054,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,21.0,3.0,7
3634,462,b'00011',NRCellCU,1700752976.9922054,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,7
3635,463,b'00009',NRCellCU,1700752976.9922054,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,30.0,4.0,7
3636,464,b'00009',NRCellCU,1700752976.9922054,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,25.0,3.0,7
3637,465,b'00009',NRCellCU,1700752976.9922054,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,4.0,5.0,7
3638,466,b'00006',NRCellCU,1700752976.9922054,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,14.0,5.0,7
3639,467,b'00006',NRCellCU,1700752976.9922054,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,7
3640,468,b'00006',NRCellCU,1700752976.9922054,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,7
3641,475,b'00005',NRCellCU,1700752977.0301757,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,34.0,2.0,7
3642,476,b'00005',NRCellCU,1700752977.0301757,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,14.0,5.0,7
3643,477,b'00005',NRCellCU,1700752977.0301757,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,7
3644,479,b'00003',NRCellCU,1700752977.088724,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,93.0,2.0,7
3645,480,b'00003',NRCellCU,1700752977.088724,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,35.0,3.0,7
3646,481,b'00003',NRCellCU,1700752977.088724,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,2.0,4.0,7
3647,482,b'00010',NRCellCU,1700752977.088724,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,68.0,2.0,7
3648,483,b'00010',NRCellCU,1700752977.088724,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,37.0,4.0,7
3649,484,b'00010',NRCellCU,1700752977.088724,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,7
3650,485,b'00002',NRCellCU,1700752977.088724,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,35.0,3.0,7
3651,486,b'00002',NRCellCU,1700752977.088724,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,21.0,2.0,7
3652,487,b'00002',NRCellCU,1700752977.088724,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,4.0,4.0,7
3653,488,b'00001',NRCellCU,1700752977.088724,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,37.0,3.0,7
3654,489,b'00001',NRCellCU,1700752977.088724,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,19.0,2.0,7
3655,490,b'00001',NRCellCU,1700752977.088724,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,7
3656,506,b'00012',NRCellCU,1700753001.376125,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,37.0,3.0,7
3657,507,b'00012',NRCellCU,1700753001.376125,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,33.0,5.0,7
3658,508,b'00012',NRCellCU,1700753001.376125,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,7
3659,509,b'00009',NRCellCU,1700753001.376125,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,25.0,3.0,7
3660,510,b'00009',NRCellCU,1700753001.376125,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,18.0,4.0,7
3661,511,b'00009',NRCellCU,1700753001.376125,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,5.0,7
3662,512,b'00006',NRCellCU,1700753001.376125,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,17.0,5.0,7
3663,513,b'00006',NRCellCU,1700753001.376125,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,7
3664,514,b'00006',NRCellCU,1700753001.376125,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,7
3665,515,b'00007',NRCellCU,1700753001.376125,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,34.0,4.0,7
3666,516,b'00007',NRCellCU,1700753001.376125,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,7.0,3.0,7
3667,517,b'00007',NRCellCU,1700753001.376125,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,5.0,7
3668,518,b'00010',NRCellCU,1700753001.376125,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,32.0,5.0,7
3669,519,b'00010',NRCellCU,1700753001.376125,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,25.0,4.0,7
3670,520,b'00010',NRCellCU,1700753001.376125,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,7
3671,521,b'00003',NRCellCU,1700753001.376125,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,39.0,5.0,7
3672,522,b'00003',NRCellCU,1700753001.376125,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,34.0,3.0,7
3673,523,b'00003',NRCellCU,1700753001.376125,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,7.0,4.0,7
3674,524,b'00011',NRCellCU,1700753001.376125,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,22.0,5.0,7
3675,525,b'00011',NRCellCU,1700753001.376125,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,21.0,3.0,7
3676,526,b'00011',NRCellCU,1700753001.376125,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,7
3677,534,b'00005',NRCellCU,1700753001.4352462,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,33.0,2.0,7
3678,535,b'00005',NRCellCU,1700753001.4352462,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,17.0,5.0,7
3679,536,b'00005',NRCellCU,1700753001.4352462,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,7
3680,537,b'00001',NRCellCU,1700753001.4352462,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,29.0,5.0,7
3681,538,b'00001',NRCellCU,1700753001.4352462,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,21.0,2.0,7
3682,539,b'00001',NRCellCU,1700753001.4352462,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,4.0,4.0,7
3683,542,b'00002',NRCellCU,1700753001.4793508,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,30.0,3.0,7
3684,543,b'00002',NRCellCU,1700753001.4793508,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,16.0,2.0,7
3685,544,b'00002',NRCellCU,1700753001.4793508,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,4.0,4.0,7
3686,545,b'00004',NRCellCU,1700753001.4793508,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,58.0,2.0,7
3687,546,b'00004',NRCellCU,1700753001.4793508,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,3.0,3.0,7
3688,547,b'00004',NRCellCU,1700753001.4793508,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,7
