,Original index,list-of-matched-UEs.ueId,cellObjectID,timestamp,pm-Containers.numberOfActive-UEs,list-of-matched-UEs.rrcEvent,list-of-matched-UEs.pmType,list-of-matched-UEs.measResultNeighCells.resultsSSB-Cell.sinr,list-of-matched-UEs.measResultNeighCells.physCellId,Test ID
3689,561,b'00012',NRCellCU,1700753025.7569904,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,44.0,3.0,7
3690,562,b'00012',NRCellCU,1700753025.7569904,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,30.0,5.0,7
3691,563,b'00012',NRCellCU,1700753025.7569904,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,7
3692,564,b'00006',NRCellCU,1700753025.7569904,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,21.0,5.0,7
3693,565,b'00006',NRCellCU,1700753025.7569904,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,1.0,3.0,7
3694,566,b'00006',NRCellCU,1700753025.7569904,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,7
3695,567,b'00011',NRCellCU,1700753025.7569904,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,26.0,3.0,7
3696,568,b'00011',NRCellCU,1700753025.7569904,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,17.0,5.0,7
3697,569,b'00011',NRCellCU,1700753025.7569904,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,7
3698,570,b'00010',NRCellCU,1700753025.7569904,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,45.0,3.0,7
3699,571,b'00010',NRCellCU,1700753025.7569904,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,40.0,5.0,7
3700,572,b'00010',NRCellCU,1700753025.7569904,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,32.0,4.0,7
3701,573,b'00009',NRCellCU,1700753025.7569904,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,27.0,3.0,7
3702,574,b'00009',NRCellCU,1700753025.7569904,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,13.0,4.0,7
3703,575,b'00009',NRCellCU,1700753025.7569904,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,5.0,7
3704,576,b'00003',NRCellCU,1700753025.7569904,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,46.0,5.0,7
3705,577,b'00003',NRCellCU,1700753025.7569904,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,34.0,3.0,7
3706,578,b'00003',NRCellCU,1700753025.7569904,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,7
3707,585,b'00005',NRCellCU,1700753025.8096335,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,35.0,2.0,7
3708,586,b'00005',NRCellCU,1700753025.8096335,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,13.0,5.0,7
3709,587,b'00005',NRCellCU,1700753025.8096335,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,7
3710,588,b'00001',NRCellCU,1700753025.8096335,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,35.0,5.0,7
3711,589,b'00001',NRCellCU,1700753025.8096335,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,28.0,2.0,7
3712,590,b'00001',NRCellCU,1700753025.8096335,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,9.0,4.0,7
3713,593,b'00002',NRCellCU,1700753025.8566866,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,31.0,3.0,7
3714,594,b'00002',NRCellCU,1700753025.8566866,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,14.0,2.0,7
3715,595,b'00002',NRCellCU,1700753025.8566866,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,7
3716,596,b'00004',NRCellCU,1700753025.8566866,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,47.0,2.0,7
3717,597,b'00004',NRCellCU,1700753025.8566866,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,11.0,4.0,7
3718,598,b'00004',NRCellCU,1700753025.8566866,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,6.0,3.0,7
3719,601,b'00007',NRCellCU,1700753025.8931026,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,2.0,7
3720,602,b'00007',NRCellCU,1700753025.8931026,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,7
3721,603,b'00007',NRCellCU,1700753025.8931026,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,5.0,7
3722,616,b'00006',NRCellCU,1700753054.150087,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,29.0,5.0,7
3723,617,b'00006',NRCellCU,1700753054.150087,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,3.0,3.0,7
3724,618,b'00006',NRCellCU,1700753054.150087,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,7
3725,619,b'00012',NRCellCU,1700753054.150087,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,41.0,3.0,7
3726,620,b'00012',NRCellCU,1700753054.150087,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,25.0,5.0,7
3727,621,b'00012',NRCellCU,1700753054.150087,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,3.0,4.0,7
3728,622,b'00011',NRCellCU,1700753054.150087,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,29.0,3.0,7
3729,623,b'00011',NRCellCU,1700753054.150087,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,15.0,5.0,7
3730,624,b'00011',NRCellCU,1700753054.150087,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,7
3731,625,b'00009',NRCellCU,1700753054.150087,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,27.0,3.0,7
3732,626,b'00009',NRCellCU,1700753054.150087,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,6.0,4.0,7
3733,627,b'00009',NRCellCU,1700753054.150087,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,6.0,5.0,7
3734,632,b'00005',NRCellCU,1700753054.201536,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,39.0,2.0,7
3735,633,b'00005',NRCellCU,1700753054.201536,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,12.0,5.0,7
3736,634,b'00005',NRCellCU,1700753054.201536,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,7
3737,635,b'00001',NRCellCU,1700753054.201536,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,44.0,5.0,7
3738,636,b'00001',NRCellCU,1700753054.201536,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,21.0,2.0,7
3739,637,b'00001',NRCellCU,1700753054.201536,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,4.0,4.0,7
3740,638,b'00010',NRCellCU,1700753054.201536,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,42.0,5.0,7
3741,639,b'00010',NRCellCU,1700753054.201536,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,20.0,2.0,7
3742,640,b'00010',NRCellCU,1700753054.201536,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,19.0,4.0,7
3743,644,b'00002',NRCellCU,1700753054.251417,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,22.0,3.0,7
3744,645,b'00002',NRCellCU,1700753054.251417,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,15.0,2.0,7
3745,646,b'00002',NRCellCU,1700753054.251417,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,9.0,4.0,7
3746,647,b'00003',NRCellCU,1700753054.251417,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,34.0,3.0,7
3747,648,b'00003',NRCellCU,1700753054.251417,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,33.0,2.0,7
3748,649,b'00003',NRCellCU,1700753054.251417,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,7
3749,650,b'00004',NRCellCU,1700753054.251417,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,51.0,2.0,7
3750,651,b'00004',NRCellCU,1700753054.251417,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,7
3751,652,b'00004',NRCellCU,1700753054.251417,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,7
3752,656,b'00007',NRCellCU,1700753054.2841592,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,9.0,2.0,7
3753,657,b'00007',NRCellCU,1700753054.2841592,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,7
3754,658,b'00007',NRCellCU,1700753054.2841592,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,5.0,7
3755,671,b'00011',NRCellCU,1700753078.5417695,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,30.0,3.0,7
3756,672,b'00011',NRCellCU,1700753078.5417695,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,22.0,5.0,7
3757,673,b'00011',NRCellCU,1700753078.5417695,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,7
3758,674,b'00012',NRCellCU,1700753078.5417695,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,36.0,3.0,7
3759,675,b'00012',NRCellCU,1700753078.5417695,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,31.0,5.0,7
3760,676,b'00012',NRCellCU,1700753078.5417695,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,7.0,4.0,7
3761,677,b'00009',NRCellCU,1700753078.5417695,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,33.0,3.0,7
3762,678,b'00009',NRCellCU,1700753078.5417695,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,12.0,5.0,7
3763,679,b'00009',NRCellCU,1700753078.5417695,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,4.0,4.0,7
3764,680,b'00006',NRCellCU,1700753078.5417695,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,25.0,5.0,7
3765,681,b'00006',NRCellCU,1700753078.5417695,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,7
3766,682,b'00006',NRCellCU,1700753078.5417695,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,7
3767,683,b'00005',NRCellCU,1700753078.5417695,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,36.0,3.0,7
3768,684,b'00005',NRCellCU,1700753078.5417695,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,14.0,5.0,7
3769,685,b'00005',NRCellCU,1700753078.5417695,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,7
3770,691,b'00004',NRCellCU,1700753078.6340177,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,51.0,2.0,7
3771,692,b'00004',NRCellCU,1700753078.6340177,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,7
3772,693,b'00004',NRCellCU,1700753078.6340177,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,7
3773,694,b'00003',NRCellCU,1700753078.6340177,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,43.0,2.0,7
3774,695,b'00003',NRCellCU,1700753078.6340177,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,36.0,3.0,7
3775,696,b'00003',NRCellCU,1700753078.6340177,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,8.0,4.0,7
3776,697,b'00002',NRCellCU,1700753078.6340177,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,26.0,3.0,7
3777,698,b'00002',NRCellCU,1700753078.6340177,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,20.0,4.0,7
3778,699,b'00002',NRCellCU,1700753078.6340177,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,10.0,2.0,7
3779,700,b'00001',NRCellCU,1700753078.6340177,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,36.0,3.0,7
3780,701,b'00001',NRCellCU,1700753078.6340177,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,30.0,2.0,7
3781,702,b'00001',NRCellCU,1700753078.6340177,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,7
3782,703,b'00010',NRCellCU,1700753078.6340177,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,25.0,4.0,7
3783,704,b'00010',NRCellCU,1700753078.6340177,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,21.0,2.0,7
3784,705,b'00010',NRCellCU,1700753078.6340177,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,21.0,3.0,7
3785,711,b'00007',NRCellCU,1700753078.6688447,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,21.0,2.0,7
3786,712,b'00007',NRCellCU,1700753078.6688447,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,5.0,3.0,7
3787,713,b'00007',NRCellCU,1700753078.6688447,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,5.0,7
3788,726,b'00005',NRCellCU,1700753106.958729,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,32.0,3.0,7
3789,727,b'00005',NRCellCU,1700753106.958729,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,23.0,5.0,7
3790,728,b'00005',NRCellCU,1700753106.958729,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,7
3791,729,b'00006',NRCellCU,1700753106.958729,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,23.0,5.0,7
3792,730,b'00006',NRCellCU,1700753106.958729,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,7
3793,731,b'00006',NRCellCU,1700753106.958729,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,7
3794,732,b'00012',NRCellCU,1700753106.958729,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,32.0,3.0,7
3795,733,b'00012',NRCellCU,1700753106.958729,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,28.0,5.0,7
3796,734,b'00012',NRCellCU,1700753106.958729,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,7
3797,735,b'00003',NRCellCU,1700753106.958729,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,41.0,3.0,7
3798,736,b'00003',NRCellCU,1700753106.958729,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,39.0,5.0,7
3799,737,b'00003',NRCellCU,1700753106.958729,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,5.0,4.0,7
3800,738,b'00009',NRCellCU,1700753106.958729,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,31.0,3.0,7
3801,739,b'00009',NRCellCU,1700753106.958729,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,18.0,5.0,7
3802,740,b'00009',NRCellCU,1700753106.958729,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,10.0,4.0,7
3803,741,b'00011',NRCellCU,1700753106.958729,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,26.0,3.0,7
3804,742,b'00011',NRCellCU,1700753106.958729,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,25.0,5.0,7
3805,743,b'00011',NRCellCU,1700753106.958729,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,7
3806,750,b'00001',NRCellCU,1700753106.9962893,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,38.0,5.0,7
3807,751,b'00001',NRCellCU,1700753106.9962893,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,28.0,2.0,7
3808,752,b'00001',NRCellCU,1700753106.9962893,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,6.0,4.0,7
3809,754,b'00002',NRCellCU,1700753107.0482748,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,33.0,3.0,7
3810,755,b'00002',NRCellCU,1700753107.0482748,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,8.0,2.0,7
3811,756,b'00002',NRCellCU,1700753107.0482748,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,5.0,4.0,7
3812,757,b'00010',NRCellCU,1700753107.0482748,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,21.0,3.0,7
3813,758,b'00010',NRCellCU,1700753107.0482748,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,19.0,4.0,7
3814,759,b'00010',NRCellCU,1700753107.0482748,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,17.0,2.0,7
3815,760,b'00004',NRCellCU,1700753107.0482748,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,49.0,2.0,7
3816,761,b'00004',NRCellCU,1700753107.0482748,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,7
3817,762,b'00004',NRCellCU,1700753107.0482748,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,7
3818,766,b'00007',NRCellCU,1700753107.0853462,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,17.0,2.0,7
3819,767,b'00007',NRCellCU,1700753107.0853462,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,3.0,3.0,7
3820,768,b'00007',NRCellCU,1700753107.0853462,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,5.0,7
3821,781,b'00009',NRCellCU,1700753135.383782,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,38.0,3.0,7
3822,782,b'00009',NRCellCU,1700753135.383782,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,9.0,5.0,7
3823,783,b'00009',NRCellCU,1700753135.383782,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,8.0,4.0,7
3824,784,b'00011',NRCellCU,1700753135.383782,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,22.0,5.0,7
3825,785,b'00011',NRCellCU,1700753135.383782,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,21.0,3.0,7
3826,786,b'00011',NRCellCU,1700753135.383782,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,4.0,4.0,7
3827,787,b'00012',NRCellCU,1700753135.383782,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,36.0,3.0,7
3828,788,b'00012',NRCellCU,1700753135.383782,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,21.0,5.0,7
3829,789,b'00012',NRCellCU,1700753135.383782,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,4.0,4.0,7
3830,790,b'00005',NRCellCU,1700753135.383782,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,27.0,3.0,7
3831,791,b'00005',NRCellCU,1700753135.383782,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,15.0,5.0,7
3832,792,b'00005',NRCellCU,1700753135.383782,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,7
3833,793,b'00003',NRCellCU,1700753135.383782,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,35.0,5.0,7
3834,794,b'00003',NRCellCU,1700753135.383782,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,34.0,3.0,7
3835,795,b'00003',NRCellCU,1700753135.383782,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,10.0,4.0,7
3836,796,b'00006',NRCellCU,1700753135.383782,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,31.0,5.0,7
3837,797,b'00006',NRCellCU,1700753135.383782,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,7
3838,798,b'00006',NRCellCU,1700753135.383782,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,7
3839,805,b'00001',NRCellCU,1700753135.4228413,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,40.0,5.0,7
3840,806,b'00001',NRCellCU,1700753135.4228413,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,29.0,2.0,7
3841,807,b'00001',NRCellCU,1700753135.4228413,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,10.0,4.0,7
3842,809,b'00002',NRCellCU,1700753135.4765117,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,32.0,3.0,7
3843,810,b'00002',NRCellCU,1700753135.4765117,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,10.0,2.0,7
3844,811,b'00002',NRCellCU,1700753135.4765117,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,2.0,4.0,7
3845,812,b'00004',NRCellCU,1700753135.4765117,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,44.0,2.0,7
3846,813,b'00004',NRCellCU,1700753135.4765117,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,7
3847,814,b'00004',NRCellCU,1700753135.4765117,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,7
3848,815,b'00010',NRCellCU,1700753135.4765117,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,21.0,4.0,7
3849,816,b'00010',NRCellCU,1700753135.4765117,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,18.0,3.0,7
3850,817,b'00010',NRCellCU,1700753135.4765117,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,4.0,2.0,7
3851,821,b'00007',NRCellCU,1700753135.5128076,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,15.0,2.0,7
3852,822,b'00007',NRCellCU,1700753135.5128076,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,3.0,3.0,7
3853,823,b'00007',NRCellCU,1700753135.5128076,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,5.0,7
3854,837,b'00009',NRCellCU,1700753163.806963,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,44.0,3.0,7
3855,838,b'00009',NRCellCU,1700753163.806963,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,15.0,4.0,7
3856,839,b'00009',NRCellCU,1700753163.806963,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,12.0,5.0,7
3857,840,b'00006',NRCellCU,1700753163.806963,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,27.0,5.0,7
3858,841,b'00006',NRCellCU,1700753163.806963,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,7
3859,842,b'00006',NRCellCU,1700753163.806963,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,7
3860,843,b'00012',NRCellCU,1700753163.806963,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,46.0,5.0,7
3861,844,b'00012',NRCellCU,1700753163.806963,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,36.0,3.0,7
3862,845,b'00012',NRCellCU,1700753163.806963,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,1.0,4.0,7
3863,846,b'00005',NRCellCU,1700753163.806963,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,33.0,3.0,7
3864,847,b'00005',NRCellCU,1700753163.806963,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,15.0,5.0,7
3865,848,b'00005',NRCellCU,1700753163.806963,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,7
3866,849,b'00011',NRCellCU,1700753163.806963,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,30.0,3.0,7
3867,850,b'00011',NRCellCU,1700753163.806963,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,29.0,5.0,7
3868,851,b'00011',NRCellCU,1700753163.806963,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,7
3869,857,b'00001',NRCellCU,1700753163.8556623,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,36.0,2.0,7
3870,858,b'00001',NRCellCU,1700753163.8556623,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,34.0,5.0,7
3871,859,b'00001',NRCellCU,1700753163.8556623,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,13.0,4.0,7
3872,860,b'00003',NRCellCU,1700753163.8556623,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,38.0,2.0,7
3873,861,b'00003',NRCellCU,1700753163.8556623,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,28.0,5.0,7
3874,862,b'00003',NRCellCU,1700753163.8556623,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,6.0,4.0,7
3875,865,b'00008',NRCellCU,1700753163.9198642,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,21.0,2.0,7
3876,866,b'00008',NRCellCU,1700753163.9198642,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,20.0,3.0,7
3877,867,b'00008',NRCellCU,1700753163.9198642,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,15.0,4.0,7
3878,868,b'00004',NRCellCU,1700753163.9198642,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,40.0,2.0,7
3879,869,b'00004',NRCellCU,1700753163.9198642,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,7
3880,870,b'00004',NRCellCU,1700753163.9198642,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,7
3881,871,b'00002',NRCellCU,1700753163.9198642,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,39.0,3.0,7
3882,872,b'00002',NRCellCU,1700753163.9198642,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,15.0,2.0,7
3883,873,b'00002',NRCellCU,1700753163.9198642,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,7
3884,874,b'00010',NRCellCU,1700753163.9198642,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,21.0,4.0,7
3885,875,b'00010',NRCellCU,1700753163.9198642,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,17.0,3.0,7
3886,876,b'00010',NRCellCU,1700753163.9198642,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,8.0,2.0,7
3887,881,b'00007',NRCellCU,1700753163.9595337,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,16.0,2.0,7
3888,882,b'00007',NRCellCU,1700753163.9595337,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,2.0,3.0,7
3889,883,b'00007',NRCellCU,1700753163.9595337,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,5.0,7
3890,897,b'00012',NRCellCU,1700753192.250254,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,31.0,3.0,7
3891,898,b'00012',NRCellCU,1700753192.250254,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,16.0,5.0,7
3892,899,b'00012',NRCellCU,1700753192.250254,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,5.0,4.0,7
3893,900,b'00011',NRCellCU,1700753192.250254,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,31.0,5.0,7
3894,901,b'00011',NRCellCU,1700753192.250254,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,24.0,3.0,7
3895,902,b'00011',NRCellCU,1700753192.250254,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,7.0,4.0,7
3896,903,b'00009',NRCellCU,1700753192.250254,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,39.0,3.0,7
3897,904,b'00009',NRCellCU,1700753192.250254,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,14.0,5.0,7
3898,905,b'00009',NRCellCU,1700753192.250254,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,10.0,4.0,7
3899,906,b'00006',NRCellCU,1700753192.250254,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,39.0,5.0,7
